19.17	0.0000001953
19.18	0.0000001936
19.19	0.0000001915
19.2	0.0000001890
19.21	0.0000001862
19.22	0.0000001831
19.23	0.0000001797
19.24	0.0000001759
19.25	0.0000001719
19.26	0.0000001676
19.27	0.0000001631
19.28	0.0000001585
19.29	0.0000001537
19.3	0.0000001487
19.31	0.0000001436
19.32	0.0000001385
19.33	0.0000001334
19.34	0.0000001283
19.35	0.0000001232
19.36	0.0000001182
19.37	0.0000001133
19.38	0.0000001086
19.39	0.0000001040
19.4	0.0000000997
19.41	0.0000000956
19.42	0.0000000918
19.43	0.0000000884
19.44	0.0000000853
19.45	0.0000000828
19.46	0.0000000806
19.47	0.0000000790
19.48	0.0000000780
19.49	0.0000000778
19.5	0.0000000782
19.51	0.0000000795
19.52	0.0000000817
19.53	0.0000000849
19.54	0.0000000891
19.55	0.0000000946
19.56	0.0000001013
19.57	0.0000001095
19.58	0.0000001192
19.59	0.0000001307
19.6	0.0000001441
19.61	0.0000001598
19.62	0.0000001781
19.63	0.0000001994
19.64	0.0000002240
19.65	0.0000002526
19.66	0.0000002858
19.67	0.0000003242
19.68	0.0000003689
19.69	0.0000004205
19.7	0.0000004798
19.71	0.0000005475
19.72	0.0000006244
19.73	0.0000007111
19.74	0.0000008071
19.75	0.0000009119
19.76	0.0000010241
19.77	0.0000011423
19.78	0.0000012652
19.79	0.0000013908
19.8	0.0000015188
19.81	0.0000016471
19.82	0.0000017755
19.83	0.0000019031
19.84	0.0000020290
19.85	0.0000021524
19.86	0.0000022718
19.87	0.0000023868
19.88	0.0000024957
19.89	0.0000025978
19.9	0.0000026922
19.91	0.0000027783
19.92	0.0000028557
19.93	0.0000029235
19.94	0.0000029818
19.95	0.0000030301
19.96	0.0000030682
19.97	0.0000030959
19.98	0.0000031139
19.99	0.0000031228
20	0.0000031228
20.01	0.0000031150
20.02	0.0000030995
20.03	0.0000030771
20.04	0.0000030482
20.05	0.0000030135
20.06	0.0000029738
20.07	0.0000029298
20.08	0.0000028821
20.09	0.0000028315
20.1	0.0000027787
20.11	0.0000027245
20.12	0.0000026694
20.13	0.0000026142
20.14	0.0000025594
20.15	0.0000025056
20.16	0.0000024530
20.17	0.0000024020
20.18	0.0000023531
20.19	0.0000023065
20.2	0.0000022623
20.21	0.0000022208
20.22	0.0000021821
20.23	0.0000021462
20.24	0.0000021132
20.25	0.0000020830
20.26	0.0000020557
20.27	0.0000020313
20.28	0.0000020096
20.29	0.0000019908
20.3	0.0000019745
20.31	0.0000019610
20.32	0.0000019499
20.33	0.0000019414
20.34	0.0000019351
20.35	0.0000019310
20.36	0.0000019292
20.37	0.0000019294
20.38	0.0000019316
20.39	0.0000019357
20.4	0.0000019416
20.41	0.0000019493
20.42	0.0000019587
20.43	0.0000019698
20.44	0.0000019824
20.45	0.0000019966
20.46	0.0000020124
20.47	0.0000020296
20.48	0.0000020484
20.49	0.0000020686
20.5	0.0000020902
20.51	0.0000021132
20.52	0.0000021376
20.53	0.0000021634
20.54	0.0000021904
20.55	0.0000022188
20.56	0.0000022485
20.57	0.0000022795
20.58	0.0000023118
20.59	0.0000023456
20.6	0.0000023807
20.61	0.0000024173
20.62	0.0000024552
20.63	0.0000024943
20.64	0.0000025344
20.65	0.0000025746
20.66	0.0000026145
20.67	0.0000026543
20.68	0.0000026943
20.69	0.0000027345
20.7	0.0000027749
20.71	0.0000028149
20.72	0.0000028543
20.73	0.0000028926
20.74	0.0000029293
20.75	0.0000029640
20.76	0.0000029961
20.77	0.0000030250
20.78	0.0000030502
20.79	0.0000030711
20.8	0.0000030870
20.81	0.0000030978
20.82	0.0000031031
20.83	0.0000031027
20.84	0.0000030967
20.85	0.0000030851
20.86	0.0000030681
20.87	0.0000030462
20.88	0.0000030198
20.89	0.0000029893
20.9	0.0000029555
20.91	0.0000029189
20.92	0.0000028802
20.93	0.0000028399
20.94	0.0000027987
20.95	0.0000027574
20.96	0.0000027163
20.97	0.0000026761
20.98	0.0000026370
20.99	0.0000025996
21	0.0000025640
